filename,path,size_mb,vendor,model,objective_power,mpp_x,mpp_y,width,height,n_levels,software,scan_date,status,error
a196096a-357f-11eb-b997-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196096a-357f-11eb-b997-001a7dda7111.ndpi,2579.273968,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,102400,11,NDP.scan 3.2.15,2008/05/16,ok,
a1960973-357f-11eb-ab24-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960973-357f-11eb-ab24-001a7dda7111.ndpi,398.771994,hamamatsu,,40,0.227811190085657,0.22780081097088706,53248,53760,10,NDP.scan 2.5.85,2008/05/16,ok,
a1960981-357f-11eb-a860-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960981-357f-11eb-a860-001a7dda7111.ndpi,3473.041286,hamamatsu,,40,0.227811190085657,0.22780081097088706,110592,92672,10,NDP.scan 2.5.85,2008/05/16,ok,
a1960987-357f-11eb-abc9-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960987-357f-11eb-abc9-001a7dda7111.ndpi,81.403545,hamamatsu,,40,0.227811190085657,0.2278060004100508,49152,19456,10,NDP.scan 3.2.15,2008/05/16,ok,
a196098d-357f-11eb-bfb7-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196098d-357f-11eb-bfb7-001a7dda7111.ndpi,2087.162279,hamamatsu,,40,0.227811190085657,0.22780081097088706,106496,66560,11,NDP.scan 2.5.85,2008/05/16,ok,
a196098f-357f-11eb-b049-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196098f-357f-11eb-b049-001a7dda7111.ndpi,2380.478887,hamamatsu,,40,0.227811190085657,0.2278060004100508,110592,93696,10,NDP.scan 3.2.15,2008/05/16,ok,
a1960998-357f-11eb-9566-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960998-357f-11eb-9566-001a7dda7111.ndpi,1520.932439,hamamatsu,,40,0.227811190085657,0.22780081097088706,73728,92160,12,NDP.scan 2.5.85,2008/05/16,ok,
a196099c-357f-11eb-abe4-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196099c-357f-11eb-abe4-001a7dda7111.ndpi,83.848041,hamamatsu,,40,0.227811190085657,0.2278060004100508,28672,29440,9,NDP.scan 3.2.15,2008/05/16,ok,
a196099f-357f-11eb-b66d-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196099f-357f-11eb-b66d-001a7dda7111.ndpi,2513.929297,hamamatsu,,40,0.227811190085657,0.22780081097088706,118784,105216,9,NDP.scan 2.5.85,2008/05/16,ok,
a19609a9-357f-11eb-9002-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19609a9-357f-11eb-9002-001a7dda7111.ndpi,1523.430245,hamamatsu,,40,0.227811190085657,0.2278060004100508,106496,51456,9,NDP.scan 3.2.15,2008/05/16,ok,
a19609b0-357f-11eb-b110-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19609b0-357f-11eb-b110-001a7dda7111.ndpi,197.488891,hamamatsu,,40,0.227811190085657,0.2278060004100508,49152,43008,10,NDP.scan 3.2.15,2008/05/16,ok,
a19609b4-357f-11eb-b94f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19609b4-357f-11eb-b94f-001a7dda7111.ndpi,422.857324,hamamatsu,,40,0.227811190085657,0.2278060004100508,65536,50688,10,NDP.scan 3.2.15,2008/05/16,ok,
a19609b5-357f-11eb-8ac5-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19609b5-357f-11eb-8ac5-001a7dda7111.ndpi,1817.043842,hamamatsu,,40,0.227811190085657,0.2278060004100508,122880,83456,10,NDP.scan 3.2.15,2008/05/16,ok,
a19609b7-357f-11eb-b0be-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19609b7-357f-11eb-b0be-001a7dda7111.ndpi,97.744825,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,30720,9,NDP.scan 3.2.15,2008/05/16,ok,
a19609b9-357f-11eb-ab37-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19609b9-357f-11eb-ab37-001a7dda7111.ndpi,939.709453,hamamatsu,,40,0.227811190085657,0.2278060004100508,77824,54272,11,NDP.scan 3.2.15,2008/05/16,ok,
a19609bb-357f-11eb-a131-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19609bb-357f-11eb-a131-001a7dda7111.ndpi,1304.304499,hamamatsu,,40,0.227811190085657,0.22780081097088706,77824,93952,9,NDP.scan 2.5.85,2008/05/16,ok,
a19609bf-357f-11eb-a7de-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19609bf-357f-11eb-a7de-001a7dda7111.ndpi,2516.811321,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,96256,11,NDP.scan 3.2.15,2008/05/16,ok,
a19609c7-357f-11eb-be55-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19609c7-357f-11eb-be55-001a7dda7111.ndpi,445.637699,hamamatsu,,40,0.227811190085657,0.2278060004100508,53248,54016,9,NDP.scan 3.2.15,2008/05/16,ok,
a1962fef-357f-11eb-8a18-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1962fef-357f-11eb-8a18-001a7dda7111.ndpi,2777.090349,hamamatsu,,40,0.227811190085657,0.2278060004100508,114688,95232,11,NDP.scan 3.2.15,2008/05/16,ok,
a1962ff0-357f-11eb-8aff-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1962ff0-357f-11eb-8aff-001a7dda7111.ndpi,1357.402527,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,69376,9,NDP.scan 3.2.15,2008/05/16,ok,
a1962ff2-357f-11eb-8dff-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1962ff2-357f-11eb-8dff-001a7dda7111.ndpi,1209.573017,hamamatsu,,40,0.227811190085657,0.2278060004100508,61440,92672,10,NDP.scan 3.2.15,2008/05/16,ok,
a1963008-357f-11eb-9e5e-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963008-357f-11eb-9e5e-001a7dda7111.ndpi,2908.953221,hamamatsu,,40,0.227811190085657,0.22780081097088706,102400,100608,9,NDP.scan 2.5.85,2008/05/16,ok,
a196300c-357f-11eb-9960-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196300c-357f-11eb-9960-001a7dda7111.ndpi,88.287218,hamamatsu,,40,0.227811190085657,0.22780081097088706,20480,35072,9,NDP.scan 2.5.85,2008/05/16,ok,
a1963013-357f-11eb-8c98-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963013-357f-11eb-8c98-001a7dda7111.ndpi,162.174936,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,25856,9,NDP.scan 3.2.15,2008/05/16,ok,
a1963015-357f-11eb-a1d3-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963015-357f-11eb-a1d3-001a7dda7111.ndpi,1789.543699,hamamatsu,,40,0.227811190085657,0.22780081097088706,90112,100096,9,NDP.scan 2.5.85,2008/05/16,ok,
a196301b-357f-11eb-a1b2-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196301b-357f-11eb-a1b2-001a7dda7111.ndpi,682.227951,hamamatsu,,40,0.227811190085657,0.22780081097088706,69632,50944,9,NDP.scan 2.5.85,2008/05/16,ok,
a1963020-357f-11eb-b911-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963020-357f-11eb-b911-001a7dda7111.ndpi,1929.671374,hamamatsu,,40,0.227811190085657,0.22780081097088706,106496,79360,10,NDP.scan 2.5.85,2008/05/16,ok,
a1963026-357f-11eb-8f23-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963026-357f-11eb-8f23-001a7dda7111.ndpi,1054.563776,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,70912,9,NDP.scan 3.2.15,2008/05/16,ok,
a196302b-357f-11eb-9166-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196302b-357f-11eb-9166-001a7dda7111.ndpi,2461.746055,hamamatsu,,40,0.227811190085657,0.22780081097088706,106496,93184,11,NDP.scan 2.5.85,2008/05/16,ok,
a196302e-357f-11eb-8d1e-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196302e-357f-11eb-8d1e-001a7dda7111.ndpi,224.616858,hamamatsu,,40,0.227811190085657,0.22780081097088706,40960,40448,10,NDP.scan 2.5.85,2008/05/16,ok,
a1963030-357f-11eb-ad27-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963030-357f-11eb-ad27-001a7dda7111.ndpi,618.936497,hamamatsu,,40,0.227811190085657,0.2278060004100508,57344,54528,9,NDP.scan 3.2.15,2008/05/16,ok,
a1963032-357f-11eb-bfeb-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963032-357f-11eb-bfeb-001a7dda7111.ndpi,166.50116,hamamatsu,,40,0.227811190085657,0.2278060004100508,36864,37888,10,NDP.scan 3.2.15,2008/05/16,ok,
a1963036-357f-11eb-baa0-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963036-357f-11eb-baa0-001a7dda7111.ndpi,782.469717,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,58624,9,NDP.scan 3.2.15,2008/05/16,ok,
a196303d-357f-11eb-b8ae-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196303d-357f-11eb-b8ae-001a7dda7111.ndpi,2129.183853,hamamatsu,,40,0.227811190085657,0.22780081097088706,110592,106752,9,NDP.scan 2.5.85,2008/05/16,ok,
a1963044-357f-11eb-b15e-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963044-357f-11eb-b15e-001a7dda7111.ndpi,2130.970225,hamamatsu,,40,0.227811190085657,0.22780081097088706,94208,105728,9,NDP.scan 2.5.85,2008/05/16,ok,
a1963046-357f-11eb-aff6-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963046-357f-11eb-aff6-001a7dda7111.ndpi,414.605655,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,66560,11,NDP.scan 3.2.15,2008/05/16,ok,
a1963049-357f-11eb-85a4-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963049-357f-11eb-85a4-001a7dda7111.ndpi,169.420286,hamamatsu,,40,0.227811190085657,0.2278060004100508,36864,33024,9,NDP.scan 3.2.15,2008/05/16,ok,
a1963054-357f-11eb-a849-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963054-357f-11eb-a849-001a7dda7111.ndpi,2103.856244,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,94720,10,NDP.scan 3.2.15,2008/05/16,ok,
a196305e-357f-11eb-9b1d-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196305e-357f-11eb-9b1d-001a7dda7111.ndpi,303.892067,hamamatsu,,40,0.227811190085657,0.2278060004100508,53248,43520,10,NDP.scan 3.2.15,2008/05/16,ok,
a1963063-357f-11eb-9d67-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963063-357f-11eb-9d67-001a7dda7111.ndpi,1103.748781,hamamatsu,,40,0.227811190085657,0.22780081097088706,86016,73984,9,NDP.scan 2.5.85,2008/05/16,ok,
a1963064-357f-11eb-bc18-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963064-357f-11eb-bc18-001a7dda7111.ndpi,166.902658,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,30976,9,NDP.scan 3.2.15,2008/05/16,ok,
a196306a-357f-11eb-91a9-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196306a-357f-11eb-91a9-001a7dda7111.ndpi,1574.22989,hamamatsu,,40,0.227811190085657,0.22780081097088706,90112,86272,9,NDP.scan 2.5.85,2008/05/16,ok,
a196306c-357f-11eb-9ccf-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196306c-357f-11eb-9ccf-001a7dda7111.ndpi,618.015531,hamamatsu,,40,0.227811190085657,0.22780081097088706,61440,44544,10,NDP.scan 2.5.85,2008/05/16,ok,
a1963071-357f-11eb-a209-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963071-357f-11eb-a209-001a7dda7111.ndpi,606.768678,hamamatsu,,40,0.227811190085657,0.2278060004100508,57344,60672,9,NDP.scan 3.2.15,2008/05/16,ok,
a196307b-357f-11eb-9a77-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196307b-357f-11eb-9a77-001a7dda7111.ndpi,1448.877294,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,60672,9,NDP.scan 3.2.15,2008/05/16,ok,
a196307c-357f-11eb-9002-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196307c-357f-11eb-9002-001a7dda7111.ndpi,439.0687,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,61696,9,NDP.scan 3.2.15,2008/05/16,ok,
a196307f-357f-11eb-b607-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196307f-357f-11eb-b607-001a7dda7111.ndpi,273.289498,hamamatsu,,40,0.227811190085657,0.2278060004100508,57344,54272,10,NDP.scan 3.2.15,2008/05/16,ok,
a1963081-357f-11eb-aaf3-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1963081-357f-11eb-aaf3-001a7dda7111.ndpi,389.541475,hamamatsu,,40,0.227811190085657,0.2278060004100508,45056,58112,9,NDP.scan 3.2.15,2008/05/16,ok,
a196308a-357f-11eb-87bc-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196308a-357f-11eb-87bc-001a7dda7111.ndpi,57.675306,hamamatsu,,40,0.227811190085657,0.2278060004100508,24576,23040,9,NDP.scan 3.2.15,2008/05/16,ok,
a19656f6-357f-11eb-968c-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19656f6-357f-11eb-968c-001a7dda7111.ndpi,2322.020136,hamamatsu,,40,0.227811190085657,0.22780081097088706,118784,99840,10,NDP.scan 2.5.85,2008/05/16,ok,
a19656f7-357f-11eb-994c-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19656f7-357f-11eb-994c-001a7dda7111.ndpi,2476.680733,hamamatsu,,40,0.227811190085657,0.22780081097088706,106496,82176,9,NDP.scan 2.5.85,2008/05/16,ok,
a19656f8-357f-11eb-85f7-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19656f8-357f-11eb-85f7-001a7dda7111.ndpi,1553.178167,hamamatsu,,40,0.227811190085657,0.2278060004100508,90112,100864,10,NDP.scan 3.2.15,2008/05/16,ok,
a19656fb-357f-11eb-885d-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19656fb-357f-11eb-885d-001a7dda7111.ndpi,2488.778551,hamamatsu,,40,0.227811190085657,0.22780081097088706,118784,94720,10,NDP.scan 2.5.85,2008/05/16,ok,
a1965704-357f-11eb-a679-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965704-357f-11eb-a679-001a7dda7111.ndpi,2240.919064,hamamatsu,,40,0.227811190085657,0.22780081097088706,118784,94464,9,NDP.scan 2.5.85,2008/05/16,ok,
a1965716-357f-11eb-be58-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965716-357f-11eb-be58-001a7dda7111.ndpi,1543.883118,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,82944,11,NDP.scan 3.2.15,2008/05/16,ok,
a196571a-357f-11eb-899b-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196571a-357f-11eb-899b-001a7dda7111.ndpi,141.90547,hamamatsu,,40,0.227811190085657,0.2278060004100508,36864,45568,10,NDP.scan 3.2.15,2008/05/16,ok,
a1965720-357f-11eb-ab88-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965720-357f-11eb-ab88-001a7dda7111.ndpi,1383.453387,hamamatsu,,40,0.227811190085657,0.2278060004100508,81920,82944,11,NDP.scan 3.2.15,2008/05/16,ok,
a1965728-357f-11eb-88dd-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965728-357f-11eb-88dd-001a7dda7111.ndpi,473.511042,hamamatsu,,40,0.227811190085657,0.2278060004100508,53248,64256,9,NDP.scan 3.2.15,2008/05/16,ok,
a196572b-357f-11eb-a30c-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196572b-357f-11eb-a30c-001a7dda7111.ndpi,1050.190719,hamamatsu,,40,0.227811190085657,0.22780081097088706,81920,66560,11,NDP.scan 2.5.85,2008/05/16,ok,
a196572c-357f-11eb-b90a-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196572c-357f-11eb-b90a-001a7dda7111.ndpi,995.193438,hamamatsu,,40,0.227811190085657,0.2278060004100508,65536,75520,9,NDP.scan 3.2.15,2008/05/16,ok,
a1965733-357f-11eb-8d99-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965733-357f-11eb-8d99-001a7dda7111.ndpi,1067.707232,hamamatsu,,40,0.227811190085657,0.2278060004100508,65536,75008,9,NDP.scan 3.2.15,2008/05/16,ok,
a196573d-357f-11eb-8282-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196573d-357f-11eb-8282-001a7dda7111.ndpi,96.067156,hamamatsu,,40,0.227811190085657,0.2278060004100508,16384,13056,9,NDP.scan 3.2.15,2008/05/16,ok,
a196573e-357f-11eb-adf2-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196573e-357f-11eb-adf2-001a7dda7111.ndpi,172.931527,hamamatsu,,40,0.227811190085657,0.2278060004100508,40960,29952,9,NDP.scan 3.2.15,2008/05/16,ok,
a1965740-357f-11eb-a3e4-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965740-357f-11eb-a3e4-001a7dda7111.ndpi,140.954518,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,31488,9,NDP.scan 3.2.15,2008/05/16,ok,
a1965743-357f-11eb-be52-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965743-357f-11eb-be52-001a7dda7111.ndpi,2101.10166,hamamatsu,,40,0.227811190085657,0.22780081097088706,114688,91136,11,NDP.scan 2.5.85,2008/05/16,ok,
a1965745-357f-11eb-aeae-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965745-357f-11eb-aeae-001a7dda7111.ndpi,1433.054771,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,94464,9,NDP.scan 3.2.15,2008/05/16,ok,
a1965749-357f-11eb-801a-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965749-357f-11eb-801a-001a7dda7111.ndpi,249.650985,hamamatsu,,40,0.227811190085657,0.2278060004100508,40960,33024,9,NDP.scan 3.2.15,2008/05/16,ok,
a196574a-357f-11eb-a0d8-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196574a-357f-11eb-a0d8-001a7dda7111.ndpi,750.898695,hamamatsu,,40,0.227811190085657,0.2278060004100508,77824,64768,9,NDP.scan 3.2.15,2008/05/16,ok,
a1965751-357f-11eb-909f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965751-357f-11eb-909f-001a7dda7111.ndpi,3428.334896,hamamatsu,,40,0.227811190085657,0.2278060004100508,143360,103936,10,NDP.scan 3.2.15,2008/05/16,ok,
a1965752-357f-11eb-91da-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965752-357f-11eb-91da-001a7dda7111.ndpi,1679.785152,hamamatsu,,40,0.227811190085657,0.22780081097088706,86016,88832,9,NDP.scan 2.5.85,2008/05/16,ok,
a1965756-357f-11eb-b1e0-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965756-357f-11eb-b1e0-001a7dda7111.ndpi,329.628092,hamamatsu,,40,0.227811190085657,0.22780081097088706,45056,46848,9,NDP.scan 2.5.85,2008/05/16,ok,
a1965759-357f-11eb-9c4f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965759-357f-11eb-9c4f-001a7dda7111.ndpi,164.509293,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,35328,10,NDP.scan 3.2.15,2008/05/16,ok,
a196575c-357f-11eb-9dff-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196575c-357f-11eb-9dff-001a7dda7111.ndpi,204.253974,hamamatsu,,40,0.227811190085657,0.2278060004100508,49152,42240,9,NDP.scan 3.2.15,2008/05/16,ok,
a1965760-357f-11eb-932f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965760-357f-11eb-932f-001a7dda7111.ndpi,1727.228461,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,70144,10,NDP.scan 3.2.15,2008/05/16,ok,
a1965763-357f-11eb-8703-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965763-357f-11eb-8703-001a7dda7111.ndpi,929.02906,hamamatsu,,40,0.227811190085657,0.2278060004100508,86016,85248,9,NDP.scan 3.2.15,2008/05/16,ok,
a1965766-357f-11eb-92da-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965766-357f-11eb-92da-001a7dda7111.ndpi,1641.074859,hamamatsu,,40,0.227811190085657,0.22780081097088706,94208,87808,9,NDP.scan 2.5.85,2008/05/16,ok,
a1965769-357f-11eb-979d-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965769-357f-11eb-979d-001a7dda7111.ndpi,2984.859131,hamamatsu,,40,0.227811190085657,0.22780081097088706,106496,102144,9,NDP.scan 2.5.85,2008/05/16,ok,
a196576b-357f-11eb-b10e-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196576b-357f-11eb-b10e-001a7dda7111.ndpi,2671.799693,hamamatsu,,40,0.227811190085657,0.22780081097088706,135168,99584,9,NDP.scan 2.5.85,2008/05/16,ok,
a1965771-357f-11eb-821a-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965771-357f-11eb-821a-001a7dda7111.ndpi,1225.535389,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,70144,10,NDP.scan 3.2.15,2008/05/16,ok,
a1965781-357f-11eb-8a50-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965781-357f-11eb-8a50-001a7dda7111.ndpi,92.587382,hamamatsu,,40,0.227811190085657,0.22780081097088706,20480,19968,10,NDP.scan 2.5.85,2008/05/16,ok,
a1965782-357f-11eb-8f87-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965782-357f-11eb-8f87-001a7dda7111.ndpi,1985.293958,hamamatsu,,40,0.227811190085657,0.22780081097088706,90112,78336,10,NDP.scan 2.5.85,2008/05/16,ok,
a1965786-357f-11eb-9e26-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965786-357f-11eb-9e26-001a7dda7111.ndpi,1620.306245,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,104448,11,NDP.scan 3.2.15,2008/05/16,ok,
a196578a-357f-11eb-bcaa-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196578a-357f-11eb-bcaa-001a7dda7111.ndpi,1187.301657,hamamatsu,,40,0.227811190085657,0.22780081097088706,57344,91136,11,NDP.scan 2.5.85,2008/05/16,ok,
a196578b-357f-11eb-a121-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196578b-357f-11eb-a121-001a7dda7111.ndpi,434.104573,hamamatsu,,40,0.227811190085657,0.22780081097088706,57344,54528,9,NDP.scan 2.5.85,2008/05/16,ok,
a1965797-357f-11eb-bdba-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965797-357f-11eb-bdba-001a7dda7111.ndpi,2986.022153,hamamatsu,,40,0.227811190085657,0.2278060004100508,118784,95488,9,NDP.scan 3.2.15,2008/05/16,ok,
a1965798-357f-11eb-bfa0-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1965798-357f-11eb-bfa0-001a7dda7111.ndpi,1750.307285,hamamatsu,,40,0.227811190085657,0.2278060004100508,106496,65280,9,NDP.scan 3.2.15,2008/05/16,ok,
a196579a-357f-11eb-8fad-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196579a-357f-11eb-8fad-001a7dda7111.ndpi,439.011224,hamamatsu,,40,0.227811190085657,0.2278060004100508,45056,30976,9,NDP.scan 3.2.15,2008/05/16,ok,
a19657a3-357f-11eb-af30-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19657a3-357f-11eb-af30-001a7dda7111.ndpi,952.713243,hamamatsu,,40,0.227811190085657,0.2278060004100508,90112,77056,9,NDP.scan 3.2.15,2008/05/16,ok,
a19657b6-357f-11eb-8bf0-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19657b6-357f-11eb-8bf0-001a7dda7111.ndpi,165.425668,hamamatsu,,40,0.227811190085657,0.2278060004100508,36864,38144,9,NDP.scan 3.2.15,2008/05/16,ok,
a19657b9-357f-11eb-9fbf-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19657b9-357f-11eb-9fbf-001a7dda7111.ndpi,3186.19891,hamamatsu,,40,0.227811190085657,0.22780081097088706,118784,105472,11,NDP.scan 2.5.85,2008/05/16,ok,
a19657c4-357f-11eb-93f3-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19657c4-357f-11eb-93f3-001a7dda7111.ndpi,152.1098,hamamatsu,,40,0.227811190085657,0.2278060004100508,45056,35328,10,NDP.scan 3.2.15,2008/05/16,ok,
a19657c7-357f-11eb-8073-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19657c7-357f-11eb-8073-001a7dda7111.ndpi,97.660144,hamamatsu,,40,0.227811190085657,0.22780081097088706,28672,33280,10,NDP.scan 2.5.85,2008/05/16,ok,
a19657d4-357f-11eb-a96b-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19657d4-357f-11eb-a96b-001a7dda7111.ndpi,136.592603,hamamatsu,,40,0.227811190085657,0.2278060004100508,36864,28160,10,NDP.scan 3.2.15,2008/05/16,ok,
a1967e41-357f-11eb-b7a5-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1967e41-357f-11eb-b7a5-001a7dda7111.ndpi,1845.278881,hamamatsu,,40,0.227811190085657,0.2278060004100508,90112,87808,9,NDP.scan 3.2.15,2008/05/16,ok,
a1967e45-357f-11eb-9294-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1967e45-357f-11eb-9294-001a7dda7111.ndpi,178.165266,hamamatsu,,40,0.227811190085657,0.2278060004100508,40960,38912,10,NDP.scan 3.2.15,2008/05/16,ok,
a1967e47-357f-11eb-9153-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1967e47-357f-11eb-9153-001a7dda7111.ndpi,904.145224,hamamatsu,,40,0.227811190085657,0.22780081097088706,90112,78592,9,NDP.scan 2.5.85,2008/05/16,ok,
a1967e4a-357f-11eb-a17c-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1967e4a-357f-11eb-a17c-001a7dda7111.ndpi,304.944219,hamamatsu,,40,0.227811190085657,0.2278060004100508,53248,53760,10,NDP.scan 3.2.15,2008/05/16,ok,
a1967e51-357f-11eb-936f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1967e51-357f-11eb-936f-001a7dda7111.ndpi,279.762635,hamamatsu,,40,0.227811190085657,0.2278060004100508,36864,45824,9,NDP.scan 3.2.15,2008/05/16,ok,
a1967e52-357f-11eb-bca8-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1967e52-357f-11eb-bca8-001a7dda7111.ndpi,198.312283,hamamatsu,,40,0.227811190085657,0.22780081097088706,36864,41984,10,NDP.scan 2.5.85,2008/05/16,ok,
a1967e57-357f-11eb-b087-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1967e57-357f-11eb-b087-001a7dda7111.ndpi,366.161707,hamamatsu,,40,0.227811190085657,0.22780081097088706,45056,54016,9,NDP.scan 2.5.85,2008/05/16,ok,
a1967e5a-357f-11eb-95d9-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1967e5a-357f-11eb-95d9-001a7dda7111.ndpi,1141.840365,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,86272,9,NDP.scan 3.2.15,2008/05/16,ok,
